,id,name_x,Марка :,Применение:,Дополнение:,Cu,Al,C,Ni,Si,Cr,Mn,Zn,Ti,Fe,Заменитель:,Mo,Mg,V,Классификация :,type_x,Pb,Примесей,-,W,Sn,Co,Ag,Nb,P,Zr,Sb,S,Cd,B,Pt,Ni+Co,Au,Pd,Bi,N,As,O,Ca,Be,Rh,sв,d5,Ir,Ce,Te,sT,Tl,y,Se,H,Na,Ta,Hg,In,Ru,Ga,KCU,Ba,Nd,Li,Al+Mg,Cl,La,РЗМ,Sr,Re,Cu+P,Sc,Hf,F
50,1874,ЮНДЧ,ЮНДЧ,Для изготовления постоянных магнитов,Литой магнитотвердый сплав на железо-никель-алюминиевой основе. Магнитная анизотропия отсутствует,3 - 4,13 - 14,,24 - 25,,,,,0.2 - 0.3,56.7 - 59.8,,,,,Сплав прецизионный магнитно-твердый,Сплав прецизионный магнитно-твердый,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1875,ЮНТС,ЮНТС,Для изготовления постоянных магнитов,Литой магнитотвердый сплав на железо-никель-алюминиевой основе. Магнитная анизотропия отсутствует,,13 - 16,,32 - 35,1 - 1.5,,,,0.4 - 0.5,47 - 53.6,,,,,Сплав прецизионный магнитно-твердый,Сплав прецизионный магнитно-твердый,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,704,29НК,29НК ( другое обозначение 29НК-ВИ 29НК-ВИ-1 29НК-1 ),"для вакуумных спаев элементов радиоэлектронной аппаратуры со стеклами С49-1, С52-1, С48-1, С47-1; ТКЛР*1000000 в диапазоне температур от -70 до +420 ºC не более 4.5-6.5 [1/ºC]",,до 0.2,до 0.2,до 0.03,28.5 - 29.5,до 0.3,до 0.1,до 0.4,,до 0.1,51.14 - 54.5,,,,,Сплав прецизионный с заданным ТКЛР,Сплав прецизионный с заданным ТКЛР,,,,,,17 - 18,,,до 0.015,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,705,30НКД,30НКД ( другое обозначение 30НКД-ВИ ),"для вакуумных спаев со стеклами С38-1, С40-1; ТКЛР*1000000 в диапазоне температур от -60 до +400 ºC не более 3.3-4.6 [1/ºC]",,0.3 - 0.5,,до 0.05,29.5 - 30.5,до 0.3,,до 0.4,,,54.02 - 57.2,,,,,Сплав прецизионный с заданным ТКЛР,Сплав прецизионный с заданным ТКЛР,,,,,,13 - 14.2,,,до 0.015,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,707,32НК-ВИ,32НК-ВИ,для соединения с мягким стеклом; для деталей с полированной поверхностью; ТКЛР*1000000 в диапазоне температур от -60 до +20 и от +20 до +100 ºC не более 1.5 [1/ºC],,,,до 0.03,31.5 - 33,до 0.3,до 0.1,до 0.4,,,,,,,,Сплав прецизионный с заданным ТКЛР,Сплав прецизионный с заданным ТКЛР,,,,,,3.7 - 4.7,,,до 0.015,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,706,32НКД,32НКД,"для деталей приборов очень высокой точности, требующих постоянства размеров в интервале климатических температур; ТКЛР*1000000 в диапазоне температур от -60 до +100 ºC не более 1.0 [1/ºC]",,0.6 - 0.8,,до 0.05,31.5 - 33,до 0.2,,до 0.4,,,,,,,,Сплав прецизионный с заданным ТКЛР,Сплав прецизионный с заданным ТКЛР,,,,,,3.2 - 4.2,,,до 0.015,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,708,33НК,33НК ( другое обозначение 33НК-ВИ ),"для спайки с мягким стеклом С72-4, для соединения с керамикой и слюдой; ТКЛР*1000000 в диапазоне температур от -70 до +450 ºC не более 6 - 9 [1/ºC]",,,,до 0.05,32.5 - 33.5,до 0.3,,до 0.4,,,48.22 - 51,,,,,Сплав прецизионный с заданным ТКЛР,Сплав прецизионный с заданным ТКЛР,,,,,,16.5 - 17.5,,,до 0.015,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,986,34НК,34НК,"для спайки с мягким стеклом С84-2, для соединения с керамикой ; ТКЛР*1000000 в диапазоне температур от +20 до +500 ºC не более 5.2 - 7 [1/ºC]",,,,до 0.05,33.5 - 34.5,до 0.3,,до 0.4,,,52.21 - 55,,,,,Сплав прецизионный с заданным ТКЛР,Сплав прецизионный с заданным ТКЛР,,,,,,11.5 - 12.5,,,до 0.02,,,до 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,710,36Н,36Н ( другое обозначение 36Н-ВИ ),"для деталей приборов, требующих постоянства размеров в интервале климатических температур; ТКЛР*1000000 в диапазоне температур от -60 до +100 ºC не более 1.5 [1/ºC]",,до 0.1,до 0.1,до 0.05,35 - 37,до 0.3,до 0.15,0.3 - 0.6,,,,,до 0.1,,до 0.1,Сплав прецизионный с заданным ТКЛР,Сплав прецизионный с заданным ТКЛР,,,,,,,,,до 0.015,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,709,35НКТ,35НКТ,"для деталей приборов, работающих при повышенных нагрузках; ТКЛР*1000000 в диапазоне температур от +20 до +60 и -60 до +20 ºC не более 3.5 [1/ºC]",,0.2 - 0.4,,до 0.05,34 - 35,до 0.5,,до 0.4,,2.3 - 2.8,54.85 - 58.5,,,,,Сплав прецизионный с заданным ТКЛР,Сплав прецизионный с заданным ТКЛР,,,,,,5 - 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,712,38НКД,38НКД ( другое обозначение 38НКД-ВИ ),"для вакуумных спаев со стеклами П-6, С72-4; ТКЛР*1000000 в диапазоне температур от -60 до +400 ºC не более 7.0-7.8 [1/ºC]",,4.5 - 5.5,,до 0.05,37.5 - 38.5,до 0.3,,до 0.4,,,49.72 - 53.5,,,,,Сплав прецизионный с заданным ТКЛР,Сплав прецизионный с заданным ТКЛР,,,,,,4.5 - 5.5,,,до 0.015,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,713,39Н,39Н,"для конструкций и трубопроводов, работающих при низких температурах; ТКЛР*1000000 в диапазоне температур от -258 до +20 ºC не более 4 [1/ºC]",,до 0.2,,до 0.05,38 - 40,до 0.3,,0.3 - 0.6,,,,,,,,Сплав прецизионный с заданным ТКЛР,Сплав прецизионный с заданным ТКЛР,,,,,,,,,до 0.015,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,714,42Н,42Н ( другое обозначение 42Н-ВИ ),в электровакуумной технике; ТКЛР*1000000 в диапазоне температур от -70 до +340 ºC не более 4.5-5.5 [1/ºC],,до 0.1,,до 0.03,41.5 - 43,до 0.3,,до 0.4,,,56.14 - 58.5,,,,,Сплав прецизионный с заданным ТКЛР,Сплав прецизионный с заданным ТКЛР,,,,,,,,,до 0.015,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,715,42НА-ВИ,42НА-ВИ,в электровакуумной технике; ТКЛР*1000000 в диапазоне температур от -70 до +340 ºC не более 4.5-5.5 [1/ºC],,,,до 0.03,41.5 - 42.5,до 0.15,,до 0.05,,,57.254 - 58.4,,,,,Сплав прецизионный с заданным ТКЛР,Сплав прецизионный с заданным ТКЛР,,,,,,,,,до 0.006,,,до 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,711,36НХ,36НХ,"для конструкций и трубопроводов, работающих при низких температурах; ТКЛР*1000000 в диапазоне температур от -258 до +20 и от +20 до +100 ºC не более 1.0-2.0 [1/ºC]",,до 0.25,,до 0.05,35 - 37,до 0.3,0.4 - 0.6,0.3 - 0.6,,,,,,,,Сплав прецизионный с заданным ТКЛР,Сплав прецизионный с заданным ТКЛР,,,,,,,,,до 0.015,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,718,47НД,47НД ( другое обозначение 47НД-ВИ ),"для спайки с мягким стеклом , для соединения с керамикой и слюдой, для пружин герметических контактов ; ТКЛР*1000000 в диапазоне температур от -70 до +440 ºC не более 9-11 [1/ºC]",,4.5 - 5.5,,до 0.05,46 - 48,до 0.3,,до 0.4,,,45.72 - 49.5,,,,,Сплав прецизионный с заданным ТКЛР,Сплав прецизионный с заданным ТКЛР,,,,,,,,,до 0.015,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,717,47Н3Х,47Н3Х,для вакуумных спаев со стеклами ЛЕНЗОС и т.д.; ТКЛР*1000000 в диапазоне температур от -70 до +400 ºC не более 9.5-10.5 [1/ºC],,до 0.2,,до 0.05,46 - 48,до 0.3,3 - 4,0.3 - 0.6,,,46.82 - 50.7,,,,,Сплав прецизионный с заданным ТКЛР,Сплав прецизионный с заданным ТКЛР,,,,,,,,,до 0.015,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,716,47НХ,47НХ,"для вакуумных спаев со стеклами 16Ш, С72-4; ТКЛР*1000000 в диапазоне температур от -70 до +450 ºC не более 8 - 9 [1/ºC]",,до 0.2,,до 0.05,46 - 47,до 0.3,0.7 - 1,0.3 - 0.6,,,50.82 - 53,,,,,Сплав прецизионный с заданным ТКЛР,Сплав прецизионный с заданным ТКЛР,,,,,,,,,до 0.015,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,719,47НХР,47НХР,для спайки с мягким стеклом; ТКЛР*1000000 в диапазоне температур от -70 до +330 ºC не более 8.5-11 [1/ºC],,,,до 0.05,46 - 48,до 0.3,4.5 - 6,до 0.4,,,45.2 - 49.5,,,,,Сплав прецизионный с заданным ТКЛР,Сплав прецизионный с заданным ТКЛР,,,,,,,,,до 0.015,,,до 0.015,,до 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,721,52Н,52Н ( другое обозначение 52Н-ВИ ),для соединения с мягким стеклом; ТКЛР*1000000 в диапазоне температур от -70 до +550 ºC не более 11-11.4 [1/ºC]; сплав с высокой проницаемостью и индукцией насыщения 1.5 Т,,до 0.2,,до 0.05,51.5 - 52.5,до 0.2,до 0.2,до 0.4,,,46.42 - 48.5,,,,,Сплав прецизионный с заданным ТКЛР,Сплав прецизионный с заданным ТКЛР,,,,,,,,,до 0.015,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
